Season,BetType,Odds,P_Model,Won,Flat_P,Kelly_P,Kelly_S,Flat_S,League
2019,X,4.0,0.2815070715275239,0,-10.0,-10.502357175841304,10.502357175841304,10.0,LaLiga
2019,1,2.15,0.494550039063477,0,-10.0,-13.757083475320753,13.757083475320753,10.0,LaLiga
2019,1,3.6,0.3556011222275795,0,-10.0,-26.93885000185444,26.93885000185444,10.0,LaLiga
2019,X,8.5,0.2052110487265397,0,-10.0,-24.809797139186244,24.809797139186244,10.0,LaLiga
2019,2,3.5,0.37239744396524194,0,-10.0,-30.339105387834685,30.339105387834685,10.0,LaLiga
2019,1,2.3,0.5958565927072502,1,12.999999999999998,64.99999999999999,50.0,10.0,LaLiga
2019,2,3.3,0.33005804847146375,0,-10.0,-9.694734777807652,9.694734777807652,10.0,LaLiga
2019,1,3.4,0.36408492786576147,0,-10.0,-24.78007861912386,24.78007861912386,10.0,LaLiga
2019,1,2.4,0.5003668915758365,0,-10.0,-35.871524961072765,35.871524961072765,10.0,LaLiga
2019,1,5.25,0.3855613772437894,0,-10.0,-50.0,50.0,10.0,LaLiga
2019,2,3.8,0.4485017305988422,1,28.0,140.0,50.0,10.0,LaLiga
2019,1,3.8,0.42311615855549234,0,-10.0,-50.0,50.0,10.0,LaLiga
2019,X,4.2,0.2941615055024065,1,32.0,58.86958077752686,18.396743992977143,10.0,LaLiga
